,Title,Authors,Year,Cited By,Detected_Dataset,Detected_Topic,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias
220,Predicting long-term outcome of Internet-delivered cognitive behavior therapy for social anxiety disorder using fMRI and support vector machine learning,"['KNT Månsson', 'A Frick', 'CJ Boraxbekk']",2015,170,Karolinska Directed Emotional Faces,machine learning,"demonstrated that initial activations of the visual cortex, in response to emotional face  stimuli, predicted symptom improvement with CBT, and that brain measures vastly improved",No DOI,Translational …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4354352/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,Presentation and validation of the Radboud Faces Database,"['O Langner', 'R Dotsch', 'G Bijlstra']",2010,2954,"Affective Faces Database, Radboud Faces Database","classification, facial expression recognition","available Radboud Faces Database (RaFD), a face database containing Caucasian face   We asked participants to pick the emotion label that best fitted the shown facial expression.",No DOI,… and emotion,https://www.tandfonline.com/doi/full/10.1080/02699930903485076,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
222,Pyramid with super resolution for in-the-wild facial expression recognition,"['TH Vo', 'GS Lee', 'HJ Yang', 'SH Kim']",2020,138,Expression in-the-Wild,"FER, facial expression recognition","Wang, “Video facial emotion recognition based on local enhanced motion history image and   Xia, “Bi-modality fusion for emotion recognition in the wild,” ICMI 2019 Proceedings of the",No DOI,IEEE Access,http://ieeexplore.ieee.org/document/9143068/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,Real time emotion recognition from facial expressions using CNN architecture,"['MA Ozdemir', 'B Elagoz', 'A Alaybeyoglu']",2019,107,Karolinska Directed Emotional Faces,CNN,"In this study, we proposed CNN based LeNet architecture for facial expression recognition  to estimate emotion states of human. We merged 3 different datasets (KDEF, JAFFE and our",No DOI,2019 medical …,https://ieeexplore.ieee.org/document/8895215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,Real-time face detection and lip feature extraction using field-programmable gate arrays,"['D Nguyen', 'D Halupka', 'P Aarabi']",2006,147,Toronto Face Database,classifier,This paper proposes a new face detection technique that utilizes a naive Bayes classifier  to detect faces in an image based on only image edge direction information. This technique,No DOI,IEEE Transactions on …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ccb214f4273b8eb7e2c155beb89f9318c347d60f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,Real-time mobile facial expression recognition system-a case study,"['M Suk', 'B Prabhakaran']",2014,178,Facial Expression Recognition 2013,facial expression recognition,"facial expression recognition running on mobile devices. The proposed system recognizing  a user’s emotion  2013 IEEE International Symposium on Multimedia, 0:84–87, 2012. [16] S.",No DOI,… computer vision and pattern recognition …,http://ieeexplore.ieee.org/document/6909970,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,Recognition of affect in the wild using deep neural networks,"['D Kollias', 'MA Nicolaou', 'I Kotsia']",2017,161,"Acted Facial Expressions In The Wild, Affective Faces Database, Expression in-the-Wild","CNN, classification, deep learning, neural network",(such as subjects reacting to an unexpected development in a  end-to-end deep CNN and  CNN-RNN architectures (Section 3)  that a major challenge in facial expression and emotion,No DOI,Proceedings of the …,https://ieeexplore.ieee.org/document/8014981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,Recognition of facial expressions of emotion is related to their frequency in everyday life,"['MG Calvo', 'A Gutiérrez-García']",2014,134,Karolinska Directed Emotional Faces,facial expression recognition,"on facial expression recognition has consistently found that happy expressions are   Consistent with this, in the current study, nearly one-third (29 %) of all the observed emotional faces",No DOI,Journal of Nonverbal …,https://link.springer.com/article/10.1007/s10919-014-0191-3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,Recognition thresholds for static and dynamic emotional faces.,"['MG Calvo', 'P Avero', 'A Fernández-Martín', 'G Recio']",2016,113,Karolinska Directed Emotional Faces,"classification, classifier","To this end, we varied the degree of intensity of emotional expressions unfolding from a  neutral face, by means of graphics morphing software. The resulting face stimuli (photographs",No DOI,Emotion,https://pubmed.ncbi.nlm.nih.gov/27359222/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,Recognizing action units for facial expression analysis,"['YI Tian', 'T Kanade', 'JF Cohn']",2001,2384,Extended Cohn-Kanade,"classification, classifier",We classify each of the wrinkles into one of two states:  of seven subjects from the Cohn-Kanade  database. Of the 72  of 46 subjects from the CohnKanade database and tested on 50,No DOI,IEEE Transactions on pattern …,https://ieeexplore.ieee.org/document/908962,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,Recognizing facial expression: machine learning and application to spontaneous behavior,"['MS Bartlett', 'G Littlewort', 'M Frank']",2005,912,Extended Cohn-Kanade,machine learning,"We first report performance for generalization to novel subjects within the Cohn-Kanade and   Shown are 4 subjects from the Cohn-Kanade dataset posing disgust containing AU’s 4,7",No DOI,2005 IEEE Computer …,https://ieeexplore.ieee.org/document/1467492/1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,Recover canonical-view faces in the wild with deep neural networks,"['Z Zhu', 'P Luo', 'X Wang', 'X Tang']",2014,152,Expression in-the-Wild,neural network,"Thc first term in Equation (1) measures the face's symmetry, which is the difference between  the left half and the right half of the face, and the second term measures the rank of the face.",No DOI,arXiv preprint arXiv:1404.3543,https://arxiv.org/abs/1404.3543,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,Reliable crowdsourcing and deep locality-preserving learning for expression recognition in the wild,"['S Li', 'W Deng', 'JP Du']",2017,1700,Expression in-the-Wild,"CNN, classification, classifier, deep learning, machine learning","For all we know, RAF-DB is the first database that contains compound expressions in the wild.  Our  So in this paper, we directly trained our deep learning system on the big enough self-",No DOI,… of the IEEE conference on computer …,https://ieeexplore.ieee.org/document/8099760,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,Robust facial expression recognition based on local directional pattern,"['T Jabid', 'MH Kabir', 'O Chae']",2010,448,Japanese Female Facial Expression,"classification, classifier, facial expression recognition, machine learning","Two well-known machine learning methods, template matching and support vector machine,  are used for classification using the Cohn-Kanade and Japanese female facial expression",No DOI,ETRI journal,https://onlinelibrary.wiley.com/doi/abs/10.4218/etrij.10.1510.0132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,Shape analysis of local facial patches for 3D facial expression recognition,"['A Maalej', 'BB Amor', 'M Daoudi', 'A Srivastava']",2011,107,Binghamton University 3D Facial Expression,"classification, classifier, deep learning, facial expression recognition, machine learning, neural network",► We address the 3D facial expression recognition problem using Riemannian geometry.  ► We propose local shape  [12] at Binghamton University. It was designed for research on,No DOI,Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S0031320311000756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,Simultaneous facial feature tracking and facial expression recognition,"['Y Li', 'S Wang', 'Y Zhao', 'Q Ji']",2013,257,"Facial Expression Recognition 2013, MMI Facial Expression",facial expression recognition,"the extended CohnKanade database and test on the MMI facial expression database [53].  Since most of the image sequences on the MMI database have only single AU active, we only",No DOI,IEEE Transactions on image …,https://pubmed.ncbi.nlm.nih.gov/23529088/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,Single sample face recognition via learning deep supervised autoencoders,"['S Gao', 'Y Zhang', 'K Jia', 'J Lu']",2015,265,Toronto Face Database,"deep learning, machine learning","based deep neural networks, and driven by the SSPP face  a supervised auto-encoder to  build the deep neural network.  the Toronto Face Database, which is a very large dataset to",No DOI,IEEE transactions on …,https://ieeexplore.ieee.org/document/7124463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,Spatio-temporal convolutional features with nested LSTM for facial expression recognition,"['Z Yu', 'G Liu', 'Q Liu', 'J Deng']",2018,158,Oulu-CASIA,classification,"Oulu-CASIA: We also consider for experiments the Oulu-CASIA dataset, which is a little bit  more  This dataset is more difficult to classify than CK+. In the cases of disgust, fear, happiness",No DOI,Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231218308634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,Spatio-temporal facial expression recognition using convolutional neural networks and conditional random fields,"['B Hasani', 'MH Mahoor']",2017,116,"MMI Facial Expression, Static Facial Expression in the Wild, Toronto Face Database","FER, facial expression recognition, neural network","a network for the task of facial expression recognition in videos. The first part of our network  is a Deep Neural Network  are used to evaluate the network: CK+, MMI, and FERA. We show",No DOI,… Conference on Automatic Face & …,https://ieeexplore.ieee.org/document/7961822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,"Static facial expression analysis in tough conditions: Data, evaluation protocol and benchmark","['A Dhall', 'R Goecke', 'S Lucey']",2011,706,"Acted Facial Expressions In The Wild, Static Facial Expression in the Wild","FER, classification, classifier, facial expression recognition, machine learning","and testing protocol for expression recognition as part of the BEFIT work Acted Facial  Expressions in the Wild (AFEW) [9]. Therefore, we name it the Static Facial Expressions in the Wild (",No DOI,2011 IEEE international …,https://ieeexplore.ieee.org/document/6130508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,Static topographic modeling for facial expression recognition and analysis,"['J Wang', 'L Yin']",2007,119,MMI Facial Expression,facial expression recognition,Maja Pantic’s group at Imperial College London for providing the MMI facial expression  database. This work is supported in part by the National Science Foundation under Grants IIS-,No DOI,Computer Vision and Image Understanding,https://www.sciencedirect.com/science/article/pii/S107731420600227X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,Subject independent facial expression recognition with robust face detection using a convolutional neural network,"['M Matsugu', 'K Mori', 'Y Mitari', 'Y Kaneda']",2003,975,Affective Faces Database,neural network,"convolutional network architecture for robust face detection and  in the CNN, between neutral  and emotional faces. We show that the  neural networks for facial expression recognition.",No DOI,Neural networks,https://www.sciencedirect.com/science/article/pii/S0893608003001151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,Supervised committee of convolutional neural networks in automated facial expression analysis,"['G Pons', 'D Masip']",2017,119,"Affective Faces Database, MMI Facial Expression","CNN, classification, neural network",Learning could improve facial expression classification tasks.  application of deep CNNs to  facial expression classification [6].  In this experiment we describe this configuration as MMI+,No DOI,IEEE Transactions on Affective Computing,https://www.computer.org/csdl/journal/ta/2018/03/08039231/13rRUx0xPgA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
243,Temporal multimodal fusion for video emotion classification in the wild,"['V Vielzeuf', 'S Pateux', 'F Jurie']",2017,209,Expression in-the-Wild,classification,EmotioNet Challenge: Recognition of facial expressions of emotion in the wild. arXiv preprint  arXiv: Emotion recognition in the wild with feature fusion and multiple kernel learning. In,No DOI,Proceedings of the 19th ACM International …,https://arxiv.org/abs/1709.07200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,The Dartmouth Database of Children's Faces: Acquisition and validation of a new face stimulus set,"['KA Dalrymple', 'J Gomez', 'B Duchaine']",2013,165,Radboud Faces Database,classification,is comparable to rates from other published face databases [7]. Happy and Content were  the most accurately identified expressions; raters correctly classified 97.8% of the Happy (teeth,No DOI,PloS one,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3828408/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,The Indian spontaneous expression database for emotion recognition,"['SL Happy', 'P Patnaik', 'A Routray']",2015,120,Affective Faces Database,"classifier, facial expression recognition","facial expression recognition algorithms. In this paper, we propose and establish a new facial  expression database  face database including facial expression videos elicited by watching",No DOI,… on Affective Computing,https://arxiv.org/abs/1512.00932,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,The Karolinska directed emotional faces: a validation study,"['E Goeleven', 'R De Raedt', 'L Leyman']",2008,963,Karolinska Directed Emotional Faces,"classification, facial expression recognition","In this study, 490 pictures of human facial expressions from the Karolinska Directed Emotional  Faces database (KDEF; Lundqvist et al., Citation1998) were validated. The pictures were",No DOI,… and emotion,https://www.tandfonline.com/doi/abs/10.1080/02699930701626582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,The MUG facial expression database,"['N Aifanti', 'C Papachristou']",2010,479,Affective Faces Database,facial expression recognition,face in human communication it is natural that much research is conducted on facial expression  recognition the six facial expressions are performed according to the ’emotion prototypes,No DOI,… Workshop on Image …,https://mug.ee.auth.gr/fed/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,The Toronto paper matching system: an automated paper-reviewer assignment system,"['L Charlin', 'R Zemel']",2013,170,Toronto Face Database,machine learning,We thank members of the Machine Learning group at the University of Toronto for their  help in developing the system (notably Hugo Larochelle and Amit Gruber) and for valuable,No DOI,,https://www.cs.toronto.edu/~lcharlin/papers/tpms.pdf,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,The elements of end-to-end deep face recognition: A survey of recent advances,"['H Du', 'H Shi', 'D Zeng', 'XP Zhang', 'T Mei']",2022,127,Toronto Face Database,deep learning,"In Section 5, we provide a review of deep learning-based methods for discriminative face   The images in PASCAL faces dataset [280] are taken from the Pascal person layout dataset [",No DOI,ACM Computing Surveys (CSUR …,https://arxiv.org/abs/2009.13290,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade,"classification, classifier, deep learning, machine learning, neural network","It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,The facial emotion recognition (FER-2013) dataset for prediction system of micro-expressions face using the convolutional neural network (CNN) algorithm based …,"['L Zahara', 'P Musa', 'EP Wibowo', 'I Karim']",2020,147,Facial Expression Recognition 2013,facial expression recognition,Training process using dataset FER-2013 The data training process in this study utilizing  the FER2013 dataset has been preprocessed and called the dataset with the file name fer2013.,No DOI,2020 Fifth international …,https://ieeexplore.ieee.org/document/9288560/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,The first facial expression recognition and analysis challenge,"['MF Valstar', 'B Jiang', 'M Mehu', 'M Pantic']",2011,452,Affective Faces Database,facial expression recognition,In section III we describe the challenge protocol for both the AU detection and emotion detection  sub-challenges. Section IV then describes the baseline method and the baseline results,No DOI,… & gesture recognition …,https://ieeexplore.ieee.org/document/5771374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,The role of the amygdala in atypical gaze on emotional faces in autism spectrum disorders,"['D Kliemann', 'I Dziobek', 'A Hatri', 'J Baudewig']",2012,237,Karolinska Directed Emotional Faces,classification,"gaze in ASD we applied a facial emotion classification task, using eye tracking during  fMRI, varying the initial fixation position on faces. We hypothesized that individuals with ASD",No DOI,Journal of …,https://pubmed.ncbi.nlm.nih.gov/22787032/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,Three convolutional neural network models for facial expression recognition in the wild,"['J Shao', 'Y Qian']",2019,181,"Acted Facial Expressions In The Wild, Expression in-the-Wild, Facial Expression Recognition 2013, Static Facial Expression in the Wild","CNN, FER, classification, deep learning, facial expression recognition, machine learning, neural network",Facial expressions in the wild have hundreds of thousands of variations referring to different   expressions are relatively easier to be recognized from an acted face than from a face in the,No DOI,Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231219306137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,Tied factor analysis for face recognition across large pose differences,"['SJD Prince', 'JH Elder', 'J Warrell']",2008,272,Toronto Face Database,machine learning,in face data across different poses. Our model was applied to both face identification and   The system described here is a pure machine learning approach that knows very little about,No DOI,… machine intelligence,https://ieeexplore.ieee.org/document/4459336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
256,Torontocity: Seeing the world with a million eyes,"['S Wang', 'M Bai', 'G Mattyus', 'H Chu', 'W Luo']",2016,210,Toronto Face Database,"classification, neural network",", which covers the full greater Toronto area (GTA) with 712.5 semantic labeling and scene  type classification (recognition).  , tree detection and tree species classification as well as traffic",No DOI,arXiv preprint arXiv …,https://arxiv.org/abs/1612.00423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
257,Training deep neural networks on noisy labels with bootstrapping,"['S Reed', 'H Lee', 'D Anguelov', 'C Szegedy']",2014,1181,Toronto Face Database,"deep learning, neural network","On the Toronto Face Database, we show that our model  can also benefit from unlabeled  face images with no modification  we train a deep neural network with our proposed consistency",No DOI,arXiv preprint arXiv …,https://arxiv.org/abs/1412.6596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258,Unsupervised face normalization with extreme pose and expression in the wild,"['Y Qian', 'W Deng', 'J Hu']",2019,112,Expression in-the-Wild,machine learning,"in the wild with unpaired data. To this end, we propose a Face Normalization Model (FNM) to  generate a frontal, neutral expression Our FNM is an end-to-end deep learning model. FNM",No DOI,… of the IEEE/CVF Conference on …,https://openaccess.thecvf.com/content_CVPR_2019/papers/Qian_Unsupervised_Face_Normalization_With_Extreme_Pose_and_Expression_in_the_CVPR_2019_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
259,Using CNN for facial expression recognition: a study of the effects of kernel size and number of filters on accuracy,"['A Agrawal', 'N Mittal']",2020,300,Facial Expression Recognition 2013,facial expression recognition,problem of facial expression recognition using  facial expression recognition problem are  influenced by these architectures. This work tries to overcome this limitation by using FER-2013,No DOI,The Visual Computer,https://link.springer.com/article/10.1007/s00371-019-01630-9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,Using colour local binary pattern features for face recognition,"['JY Choi', 'KN Plataniotis', 'YM Ro']",2010,103,Toronto Face Database,classification,"of a face image for FR purpose. We evaluate the proposed feature using three public face  databases: CMU-PIE,  As in any classification task, feature extraction is of prime importance in",No DOI,2010 IEEE International …,https://ieeexplore.ieee.org/document/5653653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,Utilizing deep learning towards multi-modal bio-sensing and vision-based affective computing,"['TP Jung', 'TJ Sejnowski']",2019,228,Affective Faces Database,"deep learning, machine learning","For each dataset, we first individually evaluate the emotion-classification performance   , we utilized these networks on face-images using a deep network pretrained on VGG-faces",No DOI,IEEE Transactions on Affective …,https://arxiv.org/abs/1905.07039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
262,Video and image based emotion recognition challenges in the wild: Emotiw 2015,"['A Dhall', 'OV Ramana Murthy', 'R Goecke']",2015,384,"Acted Facial Expressions In The Wild, Expression in-the-Wild, Static Facial Expression in the Wild","classification, classifier, deep learning, facial expression recognition, machine learning","For the VReco sub-challenge, the facial features should  emotion recognition method on  the Acted Facial Expressions in the Wild database 5.0 and single image based facial expression",No DOI,Proceedings of the …,https://dl.acm.org/doi/10.1145/2818346.2829994,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
